Divya 64,user_31,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Fast performance and good battery life. Very comfortable in hand.,6,15,6-Dec-16
Ankit 87,user_32,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fast performance and good battery life. Very comfortable in hand.,8,2,15-Dec-16
Harish 50,user_33,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,5,5,22-Dec-16
Priya 50,user_34,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,11,19,8-Dec-16
Priya 29,user_35,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Loved the metal body,Fingerprint is reliable and UI is clean. Happy with this purchase.,10,6,25-Dec-16
Kavita 50,user_36,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Samsung quality is evident. Good network reception and speaker volume.,4,10,15-Dec-16
Shreya 16,user_37,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Fingerprint is reliable and UI is clean. Happy with this purchase.,10,3,17-Dec-16
Manish 33,user_38,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Nice daily driver,Display is clear and battery easily lasts all day. Solid metal frame.,15,17,14-Dec-16
Gaurav 51,user_39,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Screen brightness is adequate outdoors and sound is loud and clear.,7,2,19-Dec-16
Shreya 49,user_40,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Fingerprint is reliable and UI is clean. Happy with this purchase.,8,0,3-Dec-16
Priya 72,user_41,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,2,Camera quality is weak,Low light photography is quite disappointing for this price range.,6,0,11-Dec-16
Manish 64,user_42,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Screen brightness is adequate outdoors and sound is loud and clear.,7,13,14-Dec-16
Gaurav 27,user_43,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Fast delivery,Fingerprint is reliable and UI is clean. Happy with this purchase.,3,19,19-Dec-16
Gaurav 78,user_44,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Nice daily driver,Display is clear and battery easily lasts all day. Solid metal frame.,9,0,17-Dec-16
Harish 12,user_45,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,1,Severe overheating problem,Phone is suffering from overheating while charging. The back chassis turns dangerously hot.,0,20,3-Dec-16
Bhavna 68,user_46,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,11,12,13-Dec-16
Shreya 23,user_47,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fingerprint is reliable and UI is clean. Happy with this purchase.,12,0,1-Dec-16
Shreya 46,user_48,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fast performance and good battery life. Very comfortable in hand.,12,8,5-Dec-16
Tarun 74,user_49,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Nice daily driver,Fingerprint is reliable and UI is clean. Happy with this purchase.,1,5,2-Dec-16
Gaurav 30,user_50,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Samsung quality is evident. Good network reception and speaker volume.,4,0,18-Dec-16
Divya 93,user_51,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fast performance and good battery life. Very comfortable in hand.,10,20,2-Dec-16
Shreya 35,user_52,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Screen brightness is adequate outdoors and sound is loud and clear.,3,16,27-Dec-16
Kavita 37,user_53,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Samsung quality is evident. Good network reception and speaker volume.,12,6,22-Dec-16
Bhavna 90,user_54,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Fast delivery,Display is clear and battery easily lasts all day. Solid metal frame.,5,4,28-Dec-16
Shreya 62,user_55,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Fingerprint is reliable and UI is clean. Happy with this purchase.,8,14,3-Dec-16
Suresh 11,user_56,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Nice daily driver,Screen brightness is adequate outdoors and sound is loud and clear.,12,11,23-Dec-16
Shreya 52,user_57,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Nice daily driver,Samsung quality is evident. Good network reception and speaker volume.,12,11,25-Dec-16
Harish 70,user_58,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Samsung quality is evident. Good network reception and speaker volume.,0,9,4-Dec-16
Ankit 40,user_59,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Screen brightness is adequate outdoors and sound is loud and clear.,6,18,2-Dec-16
Kavita 19,user_60,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Screen brightness is adequate outdoors and sound is loud and clear.,1,17,25-Dec-16
Kavita 36,user_61,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,2,10,5-Dec-16
Alok 83,user_62,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Fast performance and good battery life. Very comfortable in hand.,3,7,13-Dec-16
Ankit 47,user_63,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fast performance and good battery life. Very comfortable in hand.,10,19,5-Dec-16
Gaurav 93,user_64,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Screen brightness is adequate outdoors and sound is loud and clear.,7,1,24-Dec-16
Manish 16,user_65,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,1,Severe overheating problem,Phone is suffering from overheating while charging. The back chassis turns dangerously hot.,10,17,20-Dec-16
Priya 50,user_66,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Fingerprint is reliable and UI is clean. Happy with this purchase.,9,11,22-Dec-16
Tarun 28,user_67,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,0,2,21-Dec-16
Shreya 11,user_68,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Low light photography is quite disappointing for this price range.,3,0,13-Dec-16
Megha 44,user_69,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,15,3,7-Dec-16
Harish 25,user_70,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Value product,Screen brightness is adequate outdoors and sound is loud and clear.,7,9,9-Dec-16
Priya 35,user_71,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Fingerprint is reliable and UI is clean. Happy with this purchase.,12,3,14-Dec-16
Megha 32,user_72,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Fast performance and good battery life. Very comfortable in hand.,7,18,15-Dec-16
Shreya 20,user_73,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Fingerprint is reliable and UI is clean. Happy with this purchase.,12,1,5-Dec-16
Ankit 73,user_74,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,10,17,19-Dec-16
Kunal 19,user_75,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Display is clear and battery easily lasts all day. Solid metal frame.,8,1,10-Dec-16
Divya 24,user_76,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,11,8,7-Dec-16
Tarun 60,user_77,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Samsung quality is evident. Good network reception and speaker volume.,5,16,23-Dec-16
Alok 77,user_78,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Display is clear and battery easily lasts all day. Solid metal frame.,14,17,15-Dec-16
Shreya 75,user_79,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,2,Camera quality is weak,Camera takes grainy pictures indoors. Daytime photos are fine though.,4,20,18-Dec-16
Kavita 29,user_80,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,13,3,10-Dec-16
Kunal 15,user_81,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Display is clear and battery easily lasts all day. Solid metal frame.,10,2,13-Dec-16
Suresh 97,user_82,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Screen brightness is adequate outdoors and sound is loud and clear.,14,6,12-Dec-16
Bhavna 89,user_83,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Display is clear and battery easily lasts all day. Solid metal frame.,9,17,6-Dec-16
Gaurav 20,user_84,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Value product,Screen brightness is adequate outdoors and sound is loud and clear.,11,7,6-Dec-16
Suresh 56,user_85,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Fingerprint is reliable and UI is clean. Happy with this purchase.,6,16,20-Dec-16
Divya 41,user_86,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Fast performance and good battery life. Very comfortable in hand.,5,0,7-Dec-16
Shreya 91,user_87,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Display is clear and battery easily lasts all day. Solid metal frame.,1,4,5-Dec-16
Manish 39,user_88,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Display is clear and battery easily lasts all day. Solid metal frame.,14,0,11-Dec-16
Naveen 24,user_89,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,2,Camera quality is weak,Camera takes grainy pictures indoors. Daytime photos are fine though.,3,8,13-Dec-16
Shreya 58,user_90,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Fingerprint is reliable and UI is clean. Happy with this purchase.,10,14,12-Dec-16
Bhavna 42,user_91,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Samsung quality is evident. Good network reception and speaker volume.,12,17,16-Dec-16
Suresh 33,user_92,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Fast delivery,Samsung quality is evident. Good network reception and speaker volume.,4,3,13-Dec-16
Harish 48,user_93,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Fast delivery,Display is clear and battery easily lasts all day. Solid metal frame.,3,20,13-Dec-16
Alok 17,user_94,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Fast performance and good battery life. Very comfortable in hand.,1,11,28-Dec-16
Divya 35,user_95,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Low light photography is quite disappointing for this price range.,12,6,14-Dec-16
Harish 38,user_96,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Screen brightness is adequate outdoors and sound is loud and clear.,9,11,7-Dec-16
Divya 10,user_97,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Display is clear and battery easily lasts all day. Solid metal frame.,7,11,13-Dec-16
Ankit 39,user_98,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Fingerprint is reliable and UI is clean. Happy with this purchase.,1,13,19-Dec-16
Kunal 57,user_99,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,9,10,19-Dec-16
Priya 24,user_100,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Screen brightness is adequate outdoors and sound is loud and clear.,12,15,4-Dec-16
Tarun 86,user_101,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Value product,Fast performance and good battery life. Very comfortable in hand.,11,0,22-Dec-16
Naveen 52,user_102,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Fast delivery,Screen brightness is adequate outdoors and sound is loud and clear.,8,20,19-Dec-16
Kavita 26,user_103,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Fingerprint is reliable and UI is clean. Happy with this purchase.,4,4,17-Dec-16
Tarun 69,user_104,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,2,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,15,1,5-Dec-16
Harish 52,user_105,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Display is clear and battery easily lasts all day. Solid metal frame.,8,13,27-Dec-16
Megha 84,user_106,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,2,Camera quality is weak,Low light photography is quite disappointing for this price range.,6,5,26-Dec-16
Suresh 18,user_107,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,3,3,1-Dec-16
Harish 71,user_108,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Great phone,Samsung quality is evident. Good network reception and speaker volume.,15,7,10-Dec-16
Kavita 72,user_109,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Samsung quality is evident. Good network reception and speaker volume.,8,11,19-Dec-16
Suresh 75,user_110,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Display is clear and battery easily lasts all day. Solid metal frame.,8,4,17-Dec-16
Shreya 34,user_111,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Low light photography is quite disappointing for this price range.,10,8,18-Dec-16
Alok 80,user_112,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Nice daily driver,Samsung quality is evident. Good network reception and speaker volume.,4,9,15-Dec-16
Megha 90,user_113,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Display is clear and battery easily lasts all day. Solid metal frame.,12,0,3-Dec-16
Shreya 49,user_114,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,1,Severe overheating problem,Phone is suffering from overheating while charging. The back chassis turns dangerously hot.,6,0,16-Dec-16
Gaurav 67,user_115,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Fast delivery,Samsung quality is evident. Good network reception and speaker volume.,3,0,24-Dec-16
Manish 37,user_116,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Great phone,Fingerprint is reliable and UI is clean. Happy with this purchase.,9,10,3-Dec-16
Shreya 41,user_117,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Great phone,Fingerprint is reliable and UI is clean. Happy with this purchase.,8,13,25-Dec-16
Shreya 40,user_118,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Fingerprint is reliable and UI is clean. Happy with this purchase.,4,11,27-Dec-16
Tarun 42,user_119,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,9,9,13-Dec-16
Kavita 87,user_120,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Super display,Samsung quality is evident. Good network reception and speaker volume.,7,3,14-Dec-16
Priya 74,user_121,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Night shots lack sharpness. Flash helps but details are lost.,10,19,11-Dec-16
Priya 98,user_122,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Great phone,Samsung quality is evident. Good network reception and speaker volume.,5,15,23-Dec-16
Divya 95,user_123,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Average phone,Average battery life and normal performance. Nothing extraordinary but works for calls and browsing.,1,18,19-Dec-16
Tarun 88,user_124,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Loved the metal body,Display is clear and battery easily lasts all day. Solid metal frame.,14,15,22-Dec-16
Ankit 36,user_125,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,3,Camera quality is weak,Camera takes grainy pictures indoors. Daytime photos are fine though.,2,17,3-Dec-16
Tarun 76,user_126,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Display is clear and battery easily lasts all day. Solid metal frame.,4,0,25-Dec-16
Manish 99,user_127,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Super display,Screen brightness is adequate outdoors and sound is loud and clear.,3,15,19-Dec-16
Tarun 96,user_128,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,5,Value product,Samsung quality is evident. Good network reception and speaker volume.,2,9,11-Dec-16
Bhavna 23,user_129,"Samsung Galaxy J7 Prime (Black, 16 GB)",MOBEZF53HHFV6S8R,4,Value product,Fingerprint is reliable and UI is clean. Happy with this purchase.,6,8,23-Dec-16
