Liam 48,mac_user_23,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",4,21,7-Oct-23
Ava 46,mac_user_24,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,5,12,20-Oct-23
Emma 27,mac_user_25,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,18,15,1-Oct-23
Oliver 49,mac_user_26,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,16,20,25-Oct-23
Liam 39,mac_user_27,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,16,13,22-Oct-23
Noah 39,mac_user_28,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,2,24,17-Oct-23
James 36,mac_user_29,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,0,9,14-Oct-23
Mia 37,mac_user_30,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,10,14,8-Oct-23
Harper 86,mac_user_31,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",0,24,28-Oct-23
Liam 24,mac_user_32,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,19,5,11-Oct-23
James 35,mac_user_33,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,2,13,28-Oct-23
Noah 77,mac_user_34,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,18,22,9-Oct-23
Harper 99,mac_user_35,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",13,24,12-Oct-23
William 72,mac_user_36,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,14,20,11-Oct-23
Ava 67,mac_user_37,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,7,10,2-Oct-23
Harper 79,mac_user_38,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,5,1,11-Oct-23
Emma 14,mac_user_39,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",8,3,20-Oct-23
Noah 77,mac_user_40,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,0,1,23-Oct-23
Ava 70,mac_user_41,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,0,20,15-Oct-23
Noah 97,mac_user_42,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,2,5,25-Oct-23
Harper 62,mac_user_43,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,3,20,4-Oct-23
Mia 66,mac_user_44,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Heats up during heavy usage,"Lacks active cooling, so performance drops slightly under sustained heavy loads.",19,25,15-Oct-23
Noah 51,mac_user_45,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,3,14,27-Oct-23
Harper 30,mac_user_46,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,1,9,10-Oct-23
James 20,mac_user_47,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,8,24,21-Oct-23
Emma 35,mac_user_48,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",18,16,1-Oct-23
Liam 85,mac_user_49,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,13,12,25-Oct-23
Liam 88,mac_user_50,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,7,3,21-Oct-23
William 40,mac_user_51,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,7,22,12-Oct-23
Isabella 25,mac_user_52,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,13,21,3-Oct-23
Mia 92,mac_user_53,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",20,14,10-Oct-23
Emma 31,mac_user_54,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,11,10,13-Oct-23
Oliver 85,mac_user_55,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,"Lacks active cooling, so performance drops slightly under sustained heavy loads.",4,8,11-Oct-23
Liam 46,mac_user_56,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,3,13,7-Oct-23
Isabella 70,mac_user_57,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,18,9,11-Oct-23
James 71,mac_user_58,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,17,20,22-Oct-23
William 44,mac_user_59,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,17,11,26-Oct-23
Ava 45,mac_user_60,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,10,8,6-Oct-23
Noah 12,mac_user_61,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,20,7,18-Oct-23
Oliver 59,mac_user_62,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,18,16,2-Oct-23
Noah 62,mac_user_63,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,19,11,22-Oct-23
Isabella 77,mac_user_64,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,16,7,19-Oct-23
Harper 80,mac_user_65,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,6,2,25-Oct-23
Oliver 37,mac_user_66,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,10,25,4-Oct-23
Noah 61,mac_user_67,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,2,15,21-Oct-23
Mia 47,mac_user_68,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,6,6,12-Oct-23
William 73,mac_user_69,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,3,17,11-Oct-23
Isabella 87,mac_user_70,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,10,21,17-Oct-23
Harper 95,mac_user_71,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,9,14,27-Oct-23
Noah 18,mac_user_72,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,1,0,7-Oct-23
Oliver 91,mac_user_73,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Super fast and silent,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,15,18,5-Oct-23
James 68,mac_user_74,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,9,5,22-Oct-23
Isabella 80,mac_user_75,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,11,11,5-Oct-23
Harper 60,mac_user_76,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,16,8,8-Oct-23
Emma 44,mac_user_77,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,11,13,14-Oct-23
William 37,mac_user_78,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",12,12,4-Oct-23
Liam 53,mac_user_79,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",4,16,26-Oct-23
Noah 45,mac_user_80,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",1,1,2-Oct-23
Mia 49,mac_user_81,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,7,15,17-Oct-23
Harper 83,mac_user_82,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",14,9,6-Oct-23
Liam 22,mac_user_83,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,Bottom chassis gets noticeably warm when doing heavy video processing.,15,9,8-Oct-23
Noah 71,mac_user_84,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,1,0,18-Oct-23
William 70,mac_user_85,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,6,9,5-Oct-23
Harper 32,mac_user_86,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,2,14,19-Oct-23
Ava 77,mac_user_87,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,7,10,6-Oct-23
Isabella 36,mac_user_88,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,16,18,6-Oct-23
Ava 37,mac_user_89,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,13,18,11-Oct-23
Isabella 16,mac_user_90,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,16,21,12-Oct-23
William 48,mac_user_91,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",0,8,10-Oct-23
Oliver 31,mac_user_92,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",3,9,17-Oct-23
Harper 93,mac_user_93,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,12,16,25-Oct-23
William 96,mac_user_94,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,11,15,10-Oct-23
Emma 52,mac_user_95,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,20,17,5-Oct-23
Harper 22,mac_user_96,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",15,5,23-Oct-23
Ava 19,mac_user_97,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,2,21,11-Oct-23
Mia 59,mac_user_98,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,3,11,8-Oct-23
James 66,mac_user_99,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",9,22,14-Oct-23
Harper 65,mac_user_100,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",8,0,22-Oct-23
Mia 55,mac_user_101,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,4,6,13-Oct-23
William 29,mac_user_102,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,1,12,22-Oct-23
Isabella 74,mac_user_103,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",10,1,10-Oct-23
James 37,mac_user_104,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",10,15,20-Oct-23
Liam 15,mac_user_105,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,"Lacks active cooling, so performance drops slightly under sustained heavy loads.",14,24,27-Oct-23
Harper 52,mac_user_106,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,2,23,27-Oct-23
Mia 60,mac_user_107,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Super fast and silent,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",0,8,27-Oct-23
Isabella 32,mac_user_108,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,2,21,23-Oct-23
Mia 63,mac_user_109,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Best laptop ever,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,14,19,4-Oct-23
Oliver 81,mac_user_110,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,8,12,6-Oct-23
Liam 40,mac_user_111,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,"Lacks active cooling, so performance drops slightly under sustained heavy loads.",14,23,28-Oct-23
Oliver 73,mac_user_112,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,15,13,9-Oct-23
Mia 63,mac_user_113,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,2,Heats up during heavy usage,"Lacks active cooling, so performance drops slightly under sustained heavy loads.",15,12,3-Oct-23
Oliver 36,mac_user_114,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",5,6,24-Oct-23
Isabella 64,mac_user_115,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Heats up during heavy usage,The laptop throttles down when running heavy tasks for more than 15 minutes.,11,14,16-Oct-23
Emma 99,mac_user_116,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,11,4,10-Oct-23
James 78,mac_user_117,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Crisp display,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,5,8,25-Oct-23
William 38,mac_user_118,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Super fast and silent,"Lightweight, slim, and fast. MagSafe charging cable is super convenient.",20,4,24-Oct-23
Ava 69,mac_user_119,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,0,17,14-Oct-23
Mia 74,mac_user_120,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,3,Decent machine with storage limitations,Good battery life and nice screen. Base 256GB SSD is somewhat slow for large file transfers.,19,17,19-Oct-23
Ava 17,mac_user_121,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,10,11,24-Oct-23
James 81,mac_user_122,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,14,7,20-Oct-23
Ava 29,mac_user_123,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Battery lasts two days,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,10,18,15-Oct-23
William 92,mac_user_124,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Crisp display,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,7,6,24-Oct-23
William 55,mac_user_125,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,19,0,10-Oct-23
Isabella 73,mac_user_126,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Super fast and silent,Battery backup easily lasts 15 hours. The display is bright and colors are very accurate.,8,1,24-Oct-23
Oliver 96,mac_user_127,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,4,Battery lasts two days,Silent fanless operation is amazing. M2 performance is snappy for daily multitasking.,15,8,10-Oct-23
Ava 96,mac_user_128,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,1,Severe battery swelling issue,Battery swelling pushed the trackpad up and cracked the casing seam after 6 months.,5,17,8-Oct-23
Oliver 76,mac_user_129,"Apple MacBook Air M2 (Midnight, 256 GB)",MACBOOK_AIR_M2,5,Best laptop ever,Premium aluminum build quality. Trackpad and keyboard feel great to type on.,2,19,20-Oct-23
